"RK",TIERS,"PLAYER NAME",TEAM,"POS","BYE WEEK","SOS SEASON","ECR VS. ADP"
"1",1,"Jonathan Taylor",IND,"RB1","14","3 out of 5 stars","0"
"2",1,"Christian McCaffrey",CAR,"RB2","13","3 out of 5 stars","0"
"3",1,"Austin Ekeler",LAC,"RB3","8","2 out of 5 stars","0"
"4",1,"Justin Jefferson",MIN,"WR1","7","2 out of 5 stars","+3"
"5",1,"Dalvin Cook",MIN,"RB4","7","4 out of 5 stars","+1"
"6",1,"Cooper Kupp",LAR,"WR2","7","2 out of 5 stars","-1"
"7",1,"Derrick Henry",TEN,"RB5","6","4 out of 5 stars","-3"
"8",2,"Ja'Marr Chase",CIN,"WR3","10","3 out of 5 stars","+1"
"9",2,"Joe Mixon",CIN,"RB6","10","3 out of 5 stars","+1"
"10",2,"Najee Harris",PIT,"RB7","9","3 out of 5 stars","-2"
"11",2,"Stefon Diggs",BUF,"WR4","7","4 out of 5 stars","+1"
"12",2,"D'Andre Swift",DET,"RB8","6","4 out of 5 stars","+1"
"13",2,"Travis Kelce",KC,"TE1","8","3 out of 5 stars","+1"
"14",2,"Alvin Kamara",NO,"RB9","14","3 out of 5 stars","+4"
"15",2,"Davante Adams",LV,"WR5","6","2 out of 5 stars","-4"
"16",2,"Saquon Barkley",NYG,"RB10","9","3 out of 5 stars","+3"
"17",2,"CeeDee Lamb",DAL,"WR6","9","3 out of 5 stars","-1"
"18",2,"Aaron Jones",GB,"RB11","14","3 out of 5 stars","-3"
"19",2,"Leonard Fournette",TB,"RB12","11","2 out of 5 stars","+3"
"20",3,"Nick Chubb",CLE,"RB13","9","3 out of 5 stars","-3"
"21",3,"Mark Andrews",BAL,"TE2","10","2 out of 5 stars","+5"
"22",3,"Deebo Samuel",SF,"WR7","9","3 out of 5 stars","+2"
"23",3,"Javonte Williams",DEN,"RB14","9","3 out of 5 stars","0"
"24",3,"Mike Evans",TB,"WR8","11","4 out of 5 stars","+1"
"25",3,"Tyreek Hill",MIA,"WR9","11","2 out of 5 stars","-4"
"26",3,"A.J. Brown",PHI,"WR10","7","4 out of 5 stars","+3"
"27",3,"Michael Pittman Jr.",IND,"WR11","14","4 out of 5 stars","+4"
"28",3,"Tee Higgins",CIN,"WR12","10","3 out of 5 stars","+4"
"29",3,"James Conner",ARI,"RB15","13","2 out of 5 stars","-1"
"30",3,"Keenan Allen",LAC,"WR13","8","3 out of 5 stars","0"
"31",3,"Ezekiel Elliott",DAL,"RB16","9","4 out of 5 stars","-4"
"32",3,"DJ Moore",CAR,"WR14","13","3 out of 5 stars","+5"
"33",3,"Kyle Pitts",ATL,"TE3","14","2 out of 5 stars","0"
"34",3,"Josh Allen",BUF,"QB1","7","3 out of 5 stars","-14"
"35",3,"Travis Etienne Jr.",JAC,"RB17","11","3 out of 5 stars","+8"
"36",4,"Courtland Sutton",DEN,"WR15","9","4 out of 5 stars","+9"
"37",4,"Mike Williams",LAC,"WR16","8","3 out of 5 stars","+4"
"38",4,"David Montgomery",CHI,"RB18","14","5 out of 5 stars","+2"
"39",4,"Diontae Johnson",PIT,"WR17","9","4 out of 5 stars","+8"
"40",4,"Breece Hall",NYJ,"RB19","10","4 out of 5 stars","-2"
"41",4,"Terry McLaurin",WAS,"WR18","14","4 out of 5 stars","+1"
"42",4,"Justin Herbert",LAC,"QB2","8","3 out of 5 stars","-7"
"43",4,"Jaylen Waddle",MIA,"WR19","11","2 out of 5 stars","+6"
"44",4,"Cam Akers",LAR,"RB20","7","2 out of 5 stars","-8"
"45",4,"Brandin Cooks",HOU,"WR20","6","3 out of 5 stars","+16"
"46",4,"AJ Dillon",GB,"RB21","14","3 out of 5 stars","+9"
"47",4,"Elijah Mitchell",SF,"RB22","9","2 out of 5 stars","-1"
"48",4,"Patrick Mahomes II",KC,"QB3","8","2 out of 5 stars","-14"
"49",4,"Allen Robinson II",LAR,"WR21","7","2 out of 5 stars","+2"
"50",4,"George Kittle",SF,"TE4","9","4 out of 5 stars","-11"
"51",4,"DK Metcalf",SEA,"WR22","11","4 out of 5 stars","+1"
"52",4,"Lamar Jackson",BAL,"QB4","10","2 out of 5 stars","-8"
"53",4,"Josh Jacobs",LV,"RB23","6","2 out of 5 stars","-3"
"54",4,"J.K. Dobbins",BAL,"RB24","10","4 out of 5 stars","-1"
"55",4,"Darren Waller",LV,"TE5","6","2 out of 5 stars","-7"
"56",4,"Marquise Brown",ARI,"WR23","13","2 out of 5 stars","+9"
"57",4,"Darnell Mooney",CHI,"WR24","14","3 out of 5 stars","+23"
"58",5,"Antonio Gibson",WAS,"RB25","14","4 out of 5 stars","+1"
"59",5,"Gabriel Davis",BUF,"WR25","7","4 out of 5 stars","+7"
"60",5,"Chase Edmonds",MIA,"RB26","11","4 out of 5 stars","+15"
"61",5,"Kyler Murray",ARI,"QB5","13","2 out of 5 stars","-4"
"62",5,"Jerry Jeudy",DEN,"WR26","9","4 out of 5 stars","-4"
"63",5,"Jalen Hurts",PHI,"QB6","7","4 out of 5 stars","-3"
"64",5,"Dameon Pierce",HOU,"RB27","6","3 out of 5 stars","+25"
"65",5,"Rashod Bateman",BAL,"WR27","10","3 out of 5 stars","+13"
"66",5,"Michael Thomas",NO,"WR28","14","4 out of 5 stars","+4"
"67",5,"Chris Godwin",TB,"WR29","11","4 out of 5 stars","+10"
"68",5,"Dalton Schultz",DAL,"TE6","9","3 out of 5 stars","-12"
"69",5,"Amon-Ra St. Brown",DET,"WR30","6","3 out of 5 stars","-6"
"70",5,"Clyde Edwards-Helaire",KC,"RB28","8","3 out of 5 stars","-6"
"71",5,"Damien Harris",NE,"RB29","10","4 out of 5 stars","0"
"72",5,"JuJu Smith-Schuster",KC,"WR31","8","2 out of 5 stars","-10"
"73",5,"Rashaad Penny",SEA,"RB30","11","2 out of 5 stars","+10"
"74",5,"Elijah Moore",NYJ,"WR32","10","1 out of 5 stars","+19"
"75",5,"Amari Cooper",CLE,"WR33","9","4 out of 5 stars","-1"
"76",5,"Rhamondre Stevenson",NE,"RB31","10","4 out of 5 stars","+16"
"77",5,"Joe Burrow",CIN,"QB7","10","2 out of 5 stars","-23"
"78",5,"Kareem Hunt",CLE,"RB32","9","3 out of 5 stars","+8"
"79",5,"Tony Pollard",DAL,"RB33","9","4 out of 5 stars","+6"
"80",5,"Miles Sanders",PHI,"RB34","7","3 out of 5 stars","-4"
"81",5,"Dallas Goedert",PHI,"TE7","7","2 out of 5 stars","-12"
"82",5,"Adam Thielen",MIN,"WR34","7","2 out of 5 stars","-10"
"83",5,"Tom Brady",TB,"QB8","11","3 out of 5 stars","-15"
"84",5,"Devin Singletary",BUF,"RB35","7","4 out of 5 stars","-5"
"85",5,"Russell Wilson",DEN,"QB9","9","4 out of 5 stars","-12"
"86",5,"T.J. Hockenson",DET,"TE8","6","4 out of 5 stars","-19"
"87",5,"Cordarrelle Patterson",ATL,"RB36","14","1 out of 5 stars","+1"
"88",5,"Brandon Aiyuk",SF,"WR35","9","3 out of 5 stars","+9"
"89",6,"Dak Prescott",DAL,"QB10","9","3 out of 5 stars","-5"
"90",6,"DeVonta Smith",PHI,"WR36","7","4 out of 5 stars","+6"
"91",6,"Melvin Gordon III",DEN,"RB37","9","3 out of 5 stars","+10"
"92",6,"Drake London",ATL,"WR37","14","4 out of 5 stars","+13"
"93",6,"Allen Lazard",GB,"WR38","14","3 out of 5 stars","+6"
"94",6,"Hunter Renfrow",LV,"WR39","6","2 out of 5 stars","-7"
"95",6,"Christian Kirk",JAC,"WR40","11","4 out of 5 stars","+12"
"96",6,"Trey Lance",SF,"QB11","9","3 out of 5 stars","+4"
"97",6,"Zach Ertz",ARI,"TE9","13","3 out of 5 stars","-2"
"98",6,"Tyler Lockett",SEA,"WR41","11","4 out of 5 stars","+10"
"99",6,"Matthew Stafford",LAR,"QB12","7","3 out of 5 stars","+4"
"100",6,"Aaron Rodgers",GB,"QB13","14","2 out of 5 stars","-10"
"101",6,"Robert Woods",TEN,"WR42","6","3 out of 5 stars","+11"
"102",6,"DeAndre Hopkins",ARI,"WR43","13","2 out of 5 stars","-11"
"103",6,"Dawson Knox",BUF,"TE10","7","3 out of 5 stars","-22"
"104",6,"Darrell Henderson Jr.",LAR,"RB38","7","2 out of 5 stars","+16"
"105",6,"Michael Carter",NYJ,"RB39","10","4 out of 5 stars","+13"
"106",6,"Ken Walker III",SEA,"RB40","11","2 out of 5 stars","-8"
"107",6,"James Cook",BUF,"RB41","7","4 out of 5 stars","+2"
"108",6,"Kadarius Toney",NYG,"WR44","9","4 out of 5 stars","+13"
"109",6,"Cole Kmet",CHI,"TE11","14","5 out of 5 stars","+8"
"110",6,"Kirk Cousins",MIN,"QB14","7","3 out of 5 stars","+17"
"111",6,"Chris Olave",NO,"WR45","14","4 out of 5 stars","+3"
"112",6,"Derek Carr",LV,"QB15","6","2 out of 5 stars","+1"
"113",6,"Pat Freiermuth",PIT,"TE12","9","4 out of 5 stars","-2"
"114",6,"Nyheim Hines",IND,"RB42","14","3 out of 5 stars","+18"
"115",6,"James Robinson",JAC,"RB43","11","3 out of 5 stars","+4"
"116",6,"Treylon Burks",TEN,"WR46","6","3 out of 5 stars","+23"
"117",6,"Chase Claypool",PIT,"WR47","9","4 out of 5 stars","+12"
"118",6,"Kenneth Gainwell",PHI,"RB44","7","3 out of 5 stars","+35"
"119",6,"Alexander Mattison",MIN,"RB45","7","4 out of 5 stars","+7"
"120",6,"Tyler Boyd",CIN,"WR48","10","3 out of 5 stars","+26"
"121",7,"Garrett Wilson",NYJ,"WR49","10","1 out of 5 stars","+17"
"122",7,"Jakobi Meyers",NE,"WR50","10","4 out of 5 stars","+74"
"123",7,"Russell Gage",TB,"WR51","11","4 out of 5 stars","+21"
"124",7,"Skyy Moore",KC,"WR52","8","2 out of 5 stars","+16"
"125",7,"Tua Tagovailoa",MIA,"QB16","11","2 out of 5 stars","+23"
"126",7,"J.D. McKissic",WAS,"RB46","14","4 out of 5 stars","+68"
"127",7,"Justin Fields",CHI,"QB17","14","4 out of 5 stars","+34"
"128",7,"Raheem Mostert",MIA,"RB47","11","4 out of 5 stars","+21"
"129",7,"Khalil Herbert",CHI,"RB48","14","5 out of 5 stars","+33"
"130",7,"Hunter Henry",NE,"TE13","10","4 out of 5 stars","+11"
"131",7,"George Pickens",PIT,"WR53","9","4 out of 5 stars","-6"
"132",7,"Jamaal Williams",DET,"RB49","6","4 out of 5 stars","+41"
"133",7,"Marquez Valdes-Scantling",KC,"WR54","8","2 out of 5 stars","+9"
"134",7,"Irv Smith Jr.",MIN,"TE14","7","3 out of 5 stars","+71"
"135",7,"Trevor Lawrence",JAC,"QB18","11","5 out of 5 stars","+40"
"136",7,"Albert Okwuegbunam",DEN,"TE15","9","3 out of 5 stars","+1"
"137",7,"DeVante Parker",NE,"WR55","10","4 out of 5 stars","+18"
"138",7,"Mike Gesicki",MIA,"TE16","11","3 out of 5 stars","-10"
"139",7,"Michael Gallup",DAL,"WR56","9","3 out of 5 stars","+30"
"140",7,"Jarvis Landry",NO,"WR57","14","4 out of 5 stars","+5"
"141",7,"Rondale Moore",ARI,"WR58","13","2 out of 5 stars","+33"
"142",7,"David Njoku",CLE,"TE17","9","4 out of 5 stars","+17"
"143",7,"DJ Chark Jr.",DET,"WR59","6","3 out of 5 stars","+42"
"144",7,"Tyler Allgeier",ATL,"RB50","14","1 out of 5 stars","+12"
"145",7,"Rachaad White",TB,"RB51","11","2 out of 5 stars","+9"
"146",7,"Jahan Dotson",WAS,"WR60","14","4 out of 5 stars","+17"
"147",7,"Julio Jones",TB,"WR61","11","4 out of 5 stars","-16"
"148",7,"Jameis Winston",NO,"QB19","14","3 out of 5 stars","+34"
"149",7,"Noah Fant",SEA,"TE18","11","2 out of 5 stars","+60"
"150",7,"Gerald Everett",LAC,"TE19","8","4 out of 5 stars","+68"
"151",7,"Matt Ryan",IND,"QB20","14","3 out of 5 stars","+51"
"152",7,"Robert Tonyan",GB,"TE20","14","1 out of 5 stars","+49"
"153",7,"Nico Collins",HOU,"WR62","6","3 out of 5 stars","+57"
"154",7,"Tyler Higbee",LAR,"TE21","7","3 out of 5 stars","+11"
"155",7,"Kenny Golladay",NYG,"WR63","9","4 out of 5 stars","+16"
"156",7,"Ryan Tannehill",TEN,"QB21","6","4 out of 5 stars","+42"
"157",7,"Evan Engram",JAC,"TE22","11","4 out of 5 stars","+64"
"158",8,"Zamir White",LV,"RB52","6","2 out of 5 stars","+12"
"159",8,"Joshua Palmer",LAC,"WR64","8","3 out of 5 stars","+27"
"160",8,"Austin Hooper",TEN,"TE23","6","5 out of 5 stars","+62"
"161",8,"Buffalo Bills",BUF,"DST1","7","4 out of 5 stars","-79"
"162",8,"Mark Ingram II",NO,"RB53","14","3 out of 5 stars","-5"
"163",8,"Isaiah Spiller",LAC,"RB54","8","2 out of 5 stars","-16"
"164",8,"Robbie Anderson",CAR,"WR65","13","3 out of 5 stars","+74"
"165",8,"K.J. Osborn",MIN,"WR66","7","2 out of 5 stars","+55"
"166",8,"Tampa Bay Buccaneers",TB,"DST2","11","4 out of 5 stars","-72"
"167",8,"Corey Davis",NYJ,"WR67","10","1 out of 5 stars","-"
"168",8,"Daniel Jones",NYG,"QB22","9","5 out of 5 stars","+73"
"169",8,"San Francisco 49ers",SF,"DST3","9","4 out of 5 stars","-67"
"170",8,"Mecole Hardman",KC,"WR68","8","2 out of 5 stars","-6"
"171",8,"Mac Jones",NE,"QB23","10","4 out of 5 stars","-3"
"172",8,"Van Jefferson",LAR,"WR69","7","2 out of 5 stars","+68"
"173",8,"Indianapolis Colts",IND,"DST4","14","3 out of 5 stars","-51"
"174",8,"Wan'Dale Robinson",NYG,"WR70","9","4 out of 5 stars","+49"
"175",8,"Hayden Hurst",CIN,"TE24","10","2 out of 5 stars","+12"
"176",8,"Logan Thomas",WAS,"TE25","14","4 out of 5 stars","+60"
"177",8,"Marvin Jones Jr.",JAC,"WR71","11","4 out of 5 stars","+58"
"178",8,"Jameson Williams",DET,"WR72","6","3 out of 5 stars","+29"
"179",8,"Justin Tucker",BAL,"K1","10","3 out of 5 stars","-75"
"180",8,"Isiah Pacheco",KC,"RB55","8","3 out of 5 stars","-29"
"181",8,"New Orleans Saints",NO,"DST5","14","3 out of 5 stars","-48"
"182",8,"Denver Broncos",DEN,"DST6","9","3 out of 5 stars","-47"
"183",8,"Carson Wentz",WAS,"QB24","14","4 out of 5 stars","+8"
"184",8,"Darrel Williams",ARI,"RB56","13","2 out of 5 stars","+24"
"185",8,"Brian Robinson Jr.",WAS,"RB57","14","4 out of 5 stars","-55"
"186",8,"D'Onta Foreman",CAR,"RB58","13","3 out of 5 stars","+17"
"187",8,"Jalen Tolbert",DAL,"WR73","9","3 out of 5 stars","-4"
"188",8,"Christian Watson",GB,"WR74","14","3 out of 5 stars","-9"
"189",8,"Los Angeles Rams",LAR,"DST7","7","3 out of 5 stars","-83"
"190",8,"Jared Goff",DET,"QB25","6","3 out of 5 stars","+23"
"191",8,"New England Patriots",NE,"DST8","10","3 out of 5 stars","-3"
"192",8,"Isaiah McKenzie",BUF,"WR75","7","4 out of 5 stars","+5"
"193",8,"Gus Edwards",BAL,"RB59","10","4 out of 5 stars","+35"
"194",8,"KJ Hamler",DEN,"WR76","9","4 out of 5 stars","+40"
"195",8,"Tyler Bass",BUF,"K2","7","4 out of 5 stars","-79"
"196",8,"Alec Pierce",IND,"WR77","14","4 out of 5 stars","+28"
"197",8,"Romeo Doubs",GB,"WR78","14","3 out of 5 stars","-37"
"198",8,"Boston Scott",PHI,"RB60","7","3 out of 5 stars","-"
"199",8,"Baker Mayfield",CAR,"QB26","13","3 out of 5 stars","-32"
"200",8,"Matt Gay",LAR,"K3","7","2 out of 5 stars","-77"
"201",8,"Parris Campbell",IND,"WR79","14","4 out of 5 stars","+57"
"202",8,"Donovan Peoples-Jones",CLE,"WR80","9","4 out of 5 stars","+54"
"203",8,"Los Angeles Chargers",LAC,"DST9","8","4 out of 5 stars","-13"
"204",8,"Dallas Cowboys",DAL,"DST10","9","2 out of 5 stars","-70"
"205",8,"Zach Wilson",NYJ,"QB27","10","1 out of 5 stars","+54"
"206",8,"Jeff Wilson Jr.",SF,"RB61","9","2 out of 5 stars","+24"
"207",8,"Evan McPherson",CIN,"K4","10","0 out of 5 stars","-97"
"208",8,"Brevin Jordan",HOU,"TE26","6","3 out of 5 stars","-"
"209",8,"Curtis Samuel",WAS,"WR81","14","4 out of 5 stars","+48"
"210",8,"Daniel Carlson",LV,"K5","6","2 out of 5 stars","-95"
"211",8,"Green Bay Packers",GB,"DST11","14","3 out of 5 stars","-75"
"212",9,"Ronald Jones II",KC,"RB62","8","3 out of 5 stars","-69"
"213",9,"Miami Dolphins",MIA,"DST12","11","3 out of 5 stars","+26"
"214",9,"Jamison Crowder",BUF,"WR82","7","4 out of 5 stars","+46"
"215",9,"David Bell",CLE,"WR83","9","4 out of 5 stars","+40"
"216",9,"Kendrick Bourne",NE,"WR84","10","4 out of 5 stars","-"
"217",9,"Sterling Shepard",NYG,"WR85","9","4 out of 5 stars","-"
"218",9,"Davis Mills",HOU,"QB28","6","4 out of 5 stars","-"
"219",9,"Sony Michel",LAC,"RB63","8","2 out of 5 stars","-15"
"220",9,"Ryan Succop",TB,"K6","11","1 out of 5 stars","-6"
"221",9,"Harrison Butker",KC,"K7","8","5 out of 5 stars","-97"
"222",9,"A.J. Green",ARI,"WR86","13","2 out of 5 stars","+29"
"223",9,"Mo Alie-Cox",IND,"TE27","14","2 out of 5 stars","-"
"224",9,"Kansas City Chiefs",KC,"DST13","8","3 out of 5 stars","+25"
"225",9,"Samaje Perine",CIN,"RB64","10","3 out of 5 stars","+21"
"226",9,"Tyrion Davis-Price",SF,"RB65","9","2 out of 5 stars","-1"
"227",9,"Jerick McKinnon",KC,"RB66","8","3 out of 5 stars","+16"
"228",9,"Cleveland Browns",CLE,"DST14","9","4 out of 5 stars","-12"
"229",9,"Baltimore Ravens",BAL,"DST15","10","4 out of 5 stars","-79"
"230",9,"Matt Prater",ARI,"K8","13","2 out of 5 stars","-54"
"231",9,"Kenyan Drake",BAL,"RB67","10","4 out of 5 stars","+16"
"232",9,"Philadelphia Eagles",PHI,"DST16","7","2 out of 5 stars","-5"
"233",9,"Rex Burkhead",HOU,"RB68","6","3 out of 5 stars","-"
"234",9,"Mike Davis",BAL,"RB69","10","4 out of 5 stars","-22"
"235",9,"Pittsburgh Steelers",PIT,"DST17","9","5 out of 5 stars","-20"
"236",9,"D'Ernest Johnson",CLE,"RB70","9","3 out of 5 stars","-"
"237",9,"Zay Jones",JAC,"WR87","11","4 out of 5 stars","-5"
"238",9,"Damien Williams",ATL,"RB71","14","1 out of 5 stars","-"
"239",9,"Chuba Hubbard",CAR,"RB72","13","3 out of 5 stars","-20"
"240",9,"Marcus Mariota",ATL,"QB29","14","3 out of 5 stars","-"
"241",9,"Jonnu Smith",NE,"TE28","10","4 out of 5 stars","-"
"242",9,"Laviska Shenault Jr.",CAR,"WR88","13","3 out of 5 stars","-"
"243",9,"Rodrigo Blankenship",IND,"K9","14","4 out of 5 stars","-43"
"244",9,"Jason Sanders",MIA,"K10","11","1 out of 5 stars","-7"
"245",9,"Younghoe Koo",ATL,"K11","14","1 out of 5 stars","-93"
"246",9,"Nick Folk",NE,"K12","10","5 out of 5 stars","-74"
"247",9,"Brandon McManus",DEN,"K13","9","4 out of 5 stars","-48"
"248",9,"Byron Pringle",CHI,"WR89","14","3 out of 5 stars","-"
"249",9,"Robbie Gould",SF,"K14","9","3 out of 5 stars","-72"
"250",9,"Arizona Cardinals",ARI,"DST18","13","3 out of 5 stars","-"
"251",9,"Terrace Marshall Jr.",CAR,"WR90","13","3 out of 5 stars","-"
"252",9,"Sammy Watkins",GB,"WR91","14","3 out of 5 stars","-72"
"253",9,"Eno Benjamin",ARI,"RB73","13","2 out of 5 stars","-20"
"254",9,"Jake Elliott",PHI,"K15","7","2 out of 5 stars","-9"
"255",9,"Braxton Berrios",NYJ,"WR92","10","1 out of 5 stars","-"
"256",9,"Cincinnati Bengals",CIN,"DST19","10","4 out of 5 stars","-4"
"257",9,"Tennessee Titans",TEN,"DST20","6","2 out of 5 stars","-26"
"258",9,"Zack Moss",BUF,"RB74","7","4 out of 5 stars","-"
"259",9,"Dustin Hopkins",LAC,"K16","8","5 out of 5 stars","-11"
"260",9,"Bryan Edwards",ATL,"WR93","14","4 out of 5 stars","-"
"261",9,"Randall Cobb",GB,"WR94","14","3 out of 5 stars","-11"
"262",9,"Carolina Panthers",CAR,"DST21","13","4 out of 5 stars","-"
"263",9,"Minnesota Vikings",MIN,"DST22","7","2 out of 5 stars","-9"
"264",9,"Nelson Agholor",NE,"WR95","10","4 out of 5 stars","-"
"265",9,"Cameron Brate",TB,"TE29","11","3 out of 5 stars","-72"
"266",9,"Adam Trautman",NO,"TE30","14","4 out of 5 stars","-"
"267",9,"Wil Lutz",NO,"K17","14","4 out of 5 stars","-50"
"268",9,"Chris Boswell",PIT,"K18","9","3 out of 5 stars","-57"
"269",9,"Mitch Trubisky",PIT,"QB30","9","3 out of 5 stars","-"
"270",9,"Deshaun Watson",CLE,"QB31","9","4 out of 5 stars","-92"
"271",9,"Greg Zuerlein",NYJ,"K19","10","0 out of 5 stars","-65"
"272",10,"Cedrick Wilson Jr.",MIA,"WR96","11","2 out of 5 stars","-"
"273",10,"Myles Gaskin",MIA,"RB75","11","4 out of 5 stars","-"
"274",10,"Mason Crosby",GB,"K20","14","4 out of 5 stars","-"
"275",10,"Matt Breida",NYG,"RB76","9","3 out of 5 stars","-"
"276",10,"Marlon Mack",HOU,"RB77","6","3 out of 5 stars","-118"
"277",10,"Greg Joseph",MIN,"K21","7","0 out of 5 stars","-82"
"278",10,"C.J. Uzomah",NYJ,"TE31","10","3 out of 5 stars","-"
"279",10,"Chicago Bears",CHI,"DST23","14","1 out of 5 stars","-90"
"280",10,"Trey Sermon",PHI,"RB78","7","3 out of 5 stars","-"
"281",10,"Washington Commanders",WAS,"DST24","14","1 out of 5 stars","-52"
"282",10,"Marquez Callaway",NO,"WR97","14","4 out of 5 stars","-"
"283",10,"Dan Arnold",JAC,"TE32","11","4 out of 5 stars","-"
"284",10,"Graham Gano",NYG,"K22","9","1 out of 5 stars","-"
"285",10,"Chris Evans",CIN,"RB79","10","3 out of 5 stars","-"
"286",10,"New York Giants",NYG,"DST25","9","2 out of 5 stars","-"
"287",10,"Joshua Kelley",LAC,"RB80","8","2 out of 5 stars","-"
"288",10,"Ameer Abdullah",LV,"RB81","6","2 out of 5 stars","-"
"289",10,"Hassan Haskins",TEN,"RB82","6","4 out of 5 stars","-36"
"290",10,"Jason Myers",SEA,"K23","11","5 out of 5 stars","-"
