"RK",TIERS,"PLAYER NAME",TEAM,"POS","BYE WEEK","SOS SEASON","ECR VS. ADP"
"291",10,"Trey McBride",ARI,"TE33","13","3 out of 5 stars","-"
"292",10,"Nick Westbrook-Ikhine",TEN,"WR98","6","3 out of 5 stars","-"
"293",10,"Randy Bullock",TEN,"K24","6","3 out of 5 stars","-"
"294",10,"Ke'Shawn Vaughn",TB,"RB83","11","2 out of 5 stars","-"
"295",10,"Seattle Seahawks",SEA,"DST26","11","3 out of 5 stars","-"
"296",10,"New York Jets",NYJ,"DST27","10","4 out of 5 stars","-"
"297",10,"Cairo Santos",CHI,"K25","14","3 out of 5 stars","-"
"298",10,"Odell Beckham Jr.",FA,"WR99","-","-","-117"
"299",10,"William Fuller V",FA,"WR100","-","-","-"
"300",10,"Quez Watkins",PHI,"WR101","7","4 out of 5 stars","-"
"301",10,"Josh Reynolds",DET,"WR102","6","3 out of 5 stars","-"
"302",10,"Kyren Williams",LAR,"RB84","7","2 out of 5 stars","-"
"303",10,"Jacoby Brissett",CLE,"QB32","9","4 out of 5 stars","-"
"304",10,"Geno Smith",SEA,"QB33","11","3 out of 5 stars","-"
"305",10,"Kenny Pickett",PIT,"QB34","9","3 out of 5 stars","-139"
"306",10,"Kyle Rudolph",TB,"TE34","11","3 out of 5 stars","-62"
"307",10,"Ka'imi Fairbairn",HOU,"K26","6","4 out of 5 stars","-"
"308",10,"Tre'Quan Smith",NO,"WR103","14","4 out of 5 stars","-"
"309",10,"Velus Jones Jr.",CHI,"WR104","14","3 out of 5 stars","-"
"310",10,"Dontrell Hilliard",TEN,"RB85","6","4 out of 5 stars","-68"
"311",10,"Isaiah Likely",BAL,"TE35","10","2 out of 5 stars","-"
"312",10,"Tyler Conklin",NYJ,"TE36","10","3 out of 5 stars","-"
"313",10,"Devin Duvernay",BAL,"WR105","10","3 out of 5 stars","-"
"314",10,"Jacksonville Jaguars",JAC,"DST28","11","2 out of 5 stars","-"
"315",10,"Giovani Bernard",TB,"RB86","11","2 out of 5 stars","-"
"316",10,"Darius Slayton",NYG,"WR106","9","4 out of 5 stars","-"
"317",10,"Daniel Bellinger",NYG,"TE37","9","4 out of 5 stars","-"
"318",10,"Jalen Reagor",MIN,"WR107","7","2 out of 5 stars","-"
"319",10,"Pierre Strong Jr.",NE,"RB87","10","4 out of 5 stars","-"
"320",10,"Ty Johnson",NYJ,"RB88","10","4 out of 5 stars","-"
"321",10,"O.J. Howard",HOU,"TE38","6","3 out of 5 stars","-"
"322",10,"Drew Lock",SEA,"QB35","11","3 out of 5 stars","-"
"323",10,"Kyle Philips",TEN,"WR108","6","3 out of 5 stars","-"
"324",10,"Jaylen Warren",PIT,"RB89","9","3 out of 5 stars","-"
"325",10,"Dyami Brown",WAS,"WR109","14","4 out of 5 stars","-"
"326",10,"Jimmy Garoppolo",SF,"QB36","9","3 out of 5 stars","-"
"327",10,"Quintez Cephus",DET,"WR110","6","3 out of 5 stars","-"
"328",10,"Greg Dulcich",DEN,"TE39","9","3 out of 5 stars","-"
"329",11,"Salvon Ahmed",MIA,"RB90","11","4 out of 5 stars","-"
"330",11,"Justin Jackson",DET,"RB91","6","4 out of 5 stars","-"
"331",11,"Harrison Bryant",CLE,"TE40","9","4 out of 5 stars","-"
"332",11,"Phillip Lindsay",FA,"RB92","-","-","-"
"333",11,"Jerome Ford",CLE,"RB93","9","3 out of 5 stars","-"
"334",11,"Darrynton Evans",CHI,"RB94","14","5 out of 5 stars","-"
"335",11,"Snoop Conner",JAC,"RB95","11","3 out of 5 stars","-"
"336",11,"Tommy Tremble",CAR,"TE41","13","3 out of 5 stars","-"
"337",11,"Las Vegas Raiders",LV,"DST29","6","3 out of 5 stars","-145"
"338",11,"Chase McLaughlin",FA,"K27","-","-","-"
"339",11,"James Proche II",BAL,"WR111","10","3 out of 5 stars","-"
"340",11,"Donald Parham Jr.",LAC,"TE42","8","4 out of 5 stars","-"
"341",11,"Ty Montgomery",NE,"RB96","10","4 out of 5 stars","-"
"342",11,"Danny Gray",SF,"WR112","9","3 out of 5 stars","-"
"343",11,"Josh Lambo",FA,"K28","-","-","-"
"344",11,"Desmond Ridder",ATL,"QB37","14","3 out of 5 stars","-"
"345",11,"Emmanuel Sanders",FA,"WR113","-","-","-"
"346",11,"Duke Johnson Jr.",BUF,"RB97","7","4 out of 5 stars","-"
"347",11,"Brett Maher",DAL,"K29","9","5 out of 5 stars","-"
"348",11,"Cade York",CLE,"K30","9","3 out of 5 stars","-122"
"349",11,"Jalen Guyton",LAC,"WR114","8","3 out of 5 stars","-"
"350",11,"Detroit Lions",DET,"DST30","6","2 out of 5 stars","-"
"351",11,"Khalil Shakir",BUF,"WR115","7","4 out of 5 stars","-"
"352",11,"Foster Moreau",LV,"TE43","6","2 out of 5 stars","-"
"353",11,"Travis Homer",SEA,"RB98","11","2 out of 5 stars","-"
"354",11,"Jaret Patterson",WAS,"RB99","14","4 out of 5 stars","-"
"355",11,"Jelani Woods",IND,"TE44","14","2 out of 5 stars","-"
"356",11,"Cole Beasley",FA,"WR116","-","-","-"
"357",11,"Tevin Coleman",FA,"RB100","-","-","-"
"358",11,"Atlanta Falcons",ATL,"DST31","14","5 out of 5 stars","-"
"359",11,"Tyquan Thornton",NE,"WR117","10","4 out of 5 stars","-"
"360",11,"Olamide Zaccheaus",ATL,"WR118","14","4 out of 5 stars","-"
"361",11,"DeeJay Dallas",SEA,"RB101","11","2 out of 5 stars","-"
"362",11,"Taysom Hill",NO,"TE45","14","4 out of 5 stars","-178"
"363",11,"Tyler Badie",BAL,"RB102","10","4 out of 5 stars","-"
"364",11,"Sam Darnold",CAR,"QB38","13","3 out of 5 stars","-"
"365",11,"Demarcus Robinson",BAL,"WR119","10","3 out of 5 stars","-"
"366",11,"Jared Cook",FA,"TE46","-","-","-"
"367",11,"Cade Otton",TB,"TE47","11","3 out of 5 stars","-"
"368",11,"Amari Rodgers",GB,"WR120","14","3 out of 5 stars","-"
"369",11,"John Bates",WAS,"TE48","14","4 out of 5 stars","-"
"370",11,"Noah Brown",DAL,"WR121","9","3 out of 5 stars","-"
"371",11,"Keaontay Ingram",ARI,"RB103","13","2 out of 5 stars","-"
"372",11,"Calvin Austin III",PIT,"WR122","9","4 out of 5 stars","-"
"373",11,"Malcolm Brown",FA,"RB104","-","-","-"
"374",11,"Houston Texans",HOU,"DST32","6","4 out of 5 stars","-"
"375",11,"John Metchie III",HOU,"WR123","6","3 out of 5 stars","-"
"376",11,"Equanimeous St. Brown",CHI,"WR124","14","3 out of 5 stars","-"
"377",11,"David Johnson",FA,"RB105","-","-","-"
"378",11,"Joey Slye",WAS,"K31","14","4 out of 5 stars","-"
"379",11,"James Washington",DAL,"WR125","9","3 out of 5 stars","-"
"380",11,"Latavius Murray",FA,"RB106","-","-","-"
"381",11,"Jauan Jennings",SF,"WR126","9","3 out of 5 stars","-"
"382",11,"Rashard Higgins",CAR,"WR127","13","3 out of 5 stars","-"
"383",11,"Dee Eskridge",SEA,"WR128","11","4 out of 5 stars","-"
"384",11,"Kylen Granson",IND,"TE49","14","2 out of 5 stars","-"
"385",11,"T.Y. Hilton",FA,"WR129","-","-","-"
"386",11,"Devontae Booker",FA,"RB107","-","-","-"
"387",11,"Malik Willis",TEN,"QB39","6","4 out of 5 stars","-"
"388",11,"Austin Seibert",DET,"K32","6","3 out of 5 stars","-"
"389",11,"Anthony Firkser",ATL,"TE50","14","2 out of 5 stars","-"
"390",11,"Kene Nwangwu",MIN,"RB108","7","4 out of 5 stars","-"
"391",11,"Trestan Ebner",CHI,"RB109","14","5 out of 5 stars","-"
"392",11,"Josiah Deguara",GB,"TE51","14","1 out of 5 stars","-"
"393",11,"Benny Snell Jr.",PIT,"RB110","9","3 out of 5 stars","-"
"394",11,"Devonta Freeman",FA,"RB111","-","-","-"
"395",11,"Anthony Schwartz",CLE,"WR130","9","4 out of 5 stars","-"
"396",11,"Brandon Bolden",LV,"RB112","6","2 out of 5 stars","-"
"397",12,"Craig Reynolds",DET,"RB113","6","4 out of 5 stars","-"
"398",12,"Zach Pascal",PHI,"WR131","7","4 out of 5 stars","-"
"399",12,"Wayne Gallman Jr.",FA,"RB114","-","-","-"
"400",12,"Tyler Johnson",HOU,"WR132","6","3 out of 5 stars","-"
"401",12,"Juwan Johnson",NO,"TE52","14","4 out of 5 stars","-"
"402",12,"Mack Hollins",LV,"WR133","6","2 out of 5 stars","-"
"403",12,"Will Dissly",SEA,"TE53","11","2 out of 5 stars","-"
"404",12,"Jordan Mason",SF,"RB115","9","2 out of 5 stars","-"
"405",12,"Tutu Atwell",LAR,"WR134","7","2 out of 5 stars","-"
"406",12,"Ashton Dulin",IND,"WR135","14","4 out of 5 stars","-"
"407",12,"Deonte Harty",NO,"WR136","14","4 out of 5 stars","-"
"408",12,"Ty Chandler",MIN,"RB116","7","4 out of 5 stars","-"
"409",12,"Jamal Agnew",JAC,"WR137","11","4 out of 5 stars","-"
"410",12,"Pharaoh Brown",HOU,"TE54","6","3 out of 5 stars","-"
"411",12,"Chris Conley",FA,"WR138","-","-","-"
"412",12,"Justin Watson",KC,"WR139","8","2 out of 5 stars","-"
"413",12,"Riley Patterson",JAC,"K33","11","4 out of 5 stars","-"
"414",12,"Kyle Juszczyk",SF,"RB117","9","2 out of 5 stars","-"
"415",12,"Tylan Wallace",BAL,"WR140","10","3 out of 5 stars","-"
"416",12,"Jonathan Garibay",FA,"K34","-","-","-"
"417",12,"Joe Flacco",NYJ,"QB40","10","1 out of 5 stars","-"
"418",12,"Teddy Bridgewater",MIA,"QB41","11","2 out of 5 stars","-"
"419",12,"Justice Hill",BAL,"RB118","10","4 out of 5 stars","-"
"420",12,"Jake Ferguson",DAL,"TE55","9","3 out of 5 stars","-"
"421",12,"Eddy Pineiro",CAR,"K35","13","4 out of 5 stars","-"
"422",12,"Geoff Swaim",TEN,"TE56","6","5 out of 5 stars","-"
"423",12,"Tristan Vizcaino",FA,"K36","-","-","-"
"424",12,"Phillip Dorsett II",HOU,"WR141","6","3 out of 5 stars","-"
"425",12,"Tony Jones Jr.",NO,"RB119","14","3 out of 5 stars","-"
"426",12,"Antonio Brown",FA,"WR142","-","-","-"
"427",12,"Jeremy Ruckert",NYJ,"TE57","10","3 out of 5 stars","-"
"428",12,"Laquon Treadwell",FA,"WR143","-","-","-"
"429",12,"Durham Smythe",MIA,"TE58","11","3 out of 5 stars","-"
"430",12,"Ben Skowronek",LAR,"WR144","7","2 out of 5 stars","-"
"431",12,"Demetric Felton Jr.",CLE,"RB120","9","3 out of 5 stars","-"
"432",12,"Tyler Huntley",BAL,"QB42","10","2 out of 5 stars","-"
"433",12,"Ian Thomas",CAR,"TE59","13","3 out of 5 stars","-"
"434",12,"Denzel Mims",NYJ,"WR145","10","1 out of 5 stars","-"
"435",12,"Mike Boone",DEN,"RB121","9","3 out of 5 stars","-"
"436",12,"Kalif Raymond",DET,"WR146","6","3 out of 5 stars","-"
"437",12,"Dare Ogunbowale",HOU,"RB122","6","3 out of 5 stars","-"
"438",12,"Anthony McFarland Jr.",PIT,"RB123","9","3 out of 5 stars","-"
"439",12,"N'Keal Harry",CHI,"WR147","14","3 out of 5 stars","-"
"440",12,"Tyrod Taylor",NYG,"QB43","9","5 out of 5 stars","-"
"441",12,"Noah Gray",KC,"TE60","8","3 out of 5 stars","-"
"442",12,"Sam Howell",WAS,"QB44","14","4 out of 5 stars","-"
"443",12,"Gary Brightwell",NYG,"RB124","9","3 out of 5 stars","-"
"444",12,"Antoine Wesley",ARI,"WR148","13","2 out of 5 stars","-"
"445",12,"Montrell Washington",DEN,"WR149","9","4 out of 5 stars","-"
"446",12,"Lance McCutcheon",LAR,"WR150","7","2 out of 5 stars","-"
"447",12,"Justyn Ross",KC,"WR151","8","2 out of 5 stars","-"
"448",12,"Blake Jarwin",FA,"TE61","-","-","-"
"449",12,"Ihmir Smith-Marsette",CHI,"WR152","14","3 out of 5 stars","-"
"450",12,"Maxx Williams",ARI,"TE62","13","3 out of 5 stars","-"
"451",12,"Erik Ezukanma",MIA,"WR153","11","2 out of 5 stars","-"
"452",12,"Eric Ebron",FA,"TE63","-","-","-"
"453",12,"Abram Smith",FA,"RB125","-","-","-"
"454",12,"Jonathan Williams",WAS,"RB126","14","4 out of 5 stars","-"
"455",12,"Simi Fehoko",DAL,"WR154","9","3 out of 5 stars","-"
"456",12,"Miles Boykin",PIT,"WR155","9","4 out of 5 stars","-"
"457",12,"Deon Jackson",IND,"RB127","14","3 out of 5 stars","-"
"458",12,"Chris Moore",HOU,"WR156","6","3 out of 5 stars","-"
"459",12,"Carlos Hyde",FA,"RB128","-","-","-"
"460",12,"Drew Sample",CIN,"TE64","10","2 out of 5 stars","-"
"461",12,"Breshad Perriman",TB,"WR157","11","4 out of 5 stars","-"
"462",12,"Chigoziem Okonkwo",TEN,"TE65","6","5 out of 5 stars","-"
"463",12,"Tarik Cohen",FA,"RB129","-","-","-"
"464",12,"Quinn Nordin",FA,"K37","-","-","-"
"465",12,"JaMycal Hasty",JAC,"RB130","11","3 out of 5 stars","-"
"466",12,"Tyler Kroft",SF,"TE66","9","4 out of 5 stars","-"
"467",12,"Jody Fortson",KC,"TE67","8","3 out of 5 stars","-"
"468",12,"Scotty Miller",TB,"WR158","11","4 out of 5 stars","-"
"469",12,"Patrick Ricard",BAL,"RB131","10","4 out of 5 stars","-"
"470",12,"Tre' McKitty",LAC,"TE68","8","4 out of 5 stars","-"
"471",12,"Tyrell Williams",FA,"WR159","-","-","-"
"472",12,"Tyron Johnson",LV,"WR160","6","2 out of 5 stars","-"
"473",12,"Keelan Cole Sr.",FA,"WR161","-","-","-"
"474",12,"Nick Boyle",BAL,"TE69","10","2 out of 5 stars","-"
"475",12,"Blake Bell",KC,"TE70","8","3 out of 5 stars","-"
"476",12,"Gardner Minshew II",PHI,"QB45","7","4 out of 5 stars","-"
"477",12,"Damiere Byrd",ATL,"WR162","14","4 out of 5 stars","-"
"478",12,"Jermar Jefferson",DET,"RB132","6","4 out of 5 stars","-"
"479",13,"Chris Herndon IV",FA,"TE71","-","-","-"
"480",13,"Jordan Howard",FA,"RB133","-","-","-"
"481",13,"Cole Turner",WAS,"TE72","14","4 out of 5 stars","-"
"482",13,"Zach Gentry",PIT,"TE73","9","4 out of 5 stars","-"
"483",13,"Chris Manhertz",JAC,"TE74","11","4 out of 5 stars","-"
"484",13,"Jordan Akins",HOU,"TE75","6","3 out of 5 stars","-"
"485",13,"Derrick Gore",FA,"RB134","-","-","-"
"486",13,"Marcedes Lewis",GB,"TE76","14","1 out of 5 stars","-"
"487",13,"Brycen Hopkins",LAR,"TE77","7","3 out of 5 stars","-"
"488",13,"Nick Vannett",NO,"TE78","14","4 out of 5 stars","-"
"489",13,"Cam Sims",WAS,"WR163","14","4 out of 5 stars","-"
"490",13,"Ryan Griffin",CHI,"TE79","14","5 out of 5 stars","-"
"491",13,"Kylin Hill",GB,"RB135","14","3 out of 5 stars","-"
"492",13,"James O'Shaughnessy",FA,"TE80","-","-","-"
"493",13,"Ross Dwelley",SF,"TE81","9","4 out of 5 stars","-"
"494",13,"Charlie Kolar",BAL,"TE82","10","2 out of 5 stars","-"
"495",13,"Brock Wright",DET,"TE83","6","4 out of 5 stars","-"
"496",13,"Marquise Goodwin",SEA,"WR164","11","4 out of 5 stars","-"
"497",13,"Andy Dalton",NO,"QB46","14","3 out of 5 stars","-"
"498",13,"Freddie Swain",MIA,"WR165","11","2 out of 5 stars","-"
"499",13,"Hunter Long",MIA,"TE84","11","3 out of 5 stars","-215"
"500",13,"Bo Melton",SEA,"WR166","11","4 out of 5 stars","-"
"501",13,"Travis Fulgham",GB,"WR167","14","3 out of 5 stars","-"
"502",13,"Trayveon Williams",CIN,"RB136","10","3 out of 5 stars","-"
"503",13,"Carlos Martinez",DAL,"K38","9","5 out of 5 stars","-"
"504",13,"Taylor Heinicke",WAS,"QB47","14","4 out of 5 stars","-"
"505",13,"Dezmon Patmon",IND,"WR168","14","4 out of 5 stars","-"
"506",13,"Jaelon Darden",TB,"WR169","11","4 out of 5 stars","-"
"507",13,"Trent Sherfield",MIA,"WR170","11","2 out of 5 stars","-"
"508",13,"Jake Funk",LAR,"RB137","7","2 out of 5 stars","-"
"509",13,"Blaine Gabbert",TB,"QB48","11","3 out of 5 stars","-"
"510",13,"Antonio Williams",NYG,"RB138","9","3 out of 5 stars","-"
"511",13,"DeAndre Carter",LAC,"WR171","8","3 out of 5 stars","-"
"512",13,"Royce Freeman",HOU,"RB139","6","3 out of 5 stars","-"
"513",13,"Qadree Ollison",DAL,"RB140","9","4 out of 5 stars","-"
"514",13,"Dez Fitzpatrick",TEN,"WR172","6","3 out of 5 stars","-"
"515",13,"Jalen Wydermyer",NE,"TE85","10","4 out of 5 stars","-"
"516",13,"DeSean Jackson",FA,"WR173","-","-","-"
"517",13,"Shi Smith",CAR,"WR174","13","3 out of 5 stars","-"
"518",13,"Josh Gordon",TEN,"WR175","6","3 out of 5 stars","-"
"519",13,"Johnny Mundt",MIN,"TE86","7","3 out of 5 stars","-"
"520",13,"Dante Pettis",CHI,"WR176","14","3 out of 5 stars","-"
"521",13,"Le'Veon Bell",FA,"RB141","-","-","-"
"522",13,"Andrew Jacas",SF,"K39","9","3 out of 5 stars","-"
"523",13,"Jacob Harris",LAR,"TE87","7","3 out of 5 stars","-"
"524",13,"Jimmy Graham",FA,"TE88","-","-","-"
"525",13,"Auden Tate",FA,"WR177","-","-","-"
"526",13,"Chris Myarick",NYG,"TE89","9","4 out of 5 stars","-"
"527",13,"Tommy Sweeney",BUF,"TE90","7","3 out of 5 stars","-"
"528",13,"Larry Rountree III",LAC,"RB142","8","2 out of 5 stars","-"
"529",13,"Mike Thomas",CIN,"WR178","10","3 out of 5 stars","-235"
"530",13,"C.J. Ham",MIN,"RB143","7","4 out of 5 stars","-"
"531",13,"Jonathan Ward",ARI,"RB144","13","2 out of 5 stars","-"
"532",13,"Mike Strachan",IND,"WR179","14","4 out of 5 stars","-"
"533",13,"Parker Hesse",ATL,"TE91","14","2 out of 5 stars","-"
"534",13,"Richie James Jr.",NYG,"WR180","9","4 out of 5 stars","-"
"535",13,"Tajae Sharpe",CHI,"WR181","14","3 out of 5 stars","-"
"536",13,"James McCourt",JAC,"K40","11","4 out of 5 stars","-"
"537",13,"Jalen Nailor",MIN,"WR182","7","2 out of 5 stars","-"
"538",13,"Chad Henne",KC,"QB49","8","2 out of 5 stars","-"
"539",13,"Ray-Ray McCloud",SF,"WR183","9","3 out of 5 stars","-"
"540",13,"Adrian Peterson",FA,"RB145","-","-","-"
"541",13,"Kevin Harris",NE,"RB146","10","4 out of 5 stars","-"
"542",13,"Jordan Franks",KC,"TE92","8","3 out of 5 stars","-"
"543",13,"Kennedy Brooks",PHI,"RB147","7","3 out of 5 stars","-"
"544",13,"Jeremy McNichols",PIT,"RB148","9","3 out of 5 stars","-"
"545",13,"KaVontae Turpin",DAL,"WR184","9","3 out of 5 stars","-"
"546",13,"Stanley Morgan Jr.",CIN,"WR185","10","3 out of 5 stars","-"
"547",13,"Alex Collins",FA,"RB149","-","-","-"
"548",13,"Darius Bradwell",FA,"RB150","-","-","-"
"549",13,"Alec Ingold",MIA,"RB151","11","4 out of 5 stars","-"
"550",13,"MyCole Pruitt",ATL,"TE93","14","2 out of 5 stars","-"
"551",13,"Zonovan Knight",NYJ,"RB152","10","4 out of 5 stars","-"
"552",13,"Rico Dowdle",DAL,"RB153","9","4 out of 5 stars","-"
"553",13,"Tanner Hudson",NYG,"TE94","9","4 out of 5 stars","-"
"554",13,"J.J. Taylor",NE,"RB154","10","4 out of 5 stars","-"
"555",13,"Jack Stoll",PHI,"TE95","7","2 out of 5 stars","-"
"556",13,"Tyler Davis",GB,"TE96","14","1 out of 5 stars","-"
"557",13,"Pooka Williams Jr.",FA,"RB155","-","-","-"
"558",13,"Stephen Anderson",ARI,"TE97","13","3 out of 5 stars","-"
"559",13,"Josh Oliver",BAL,"TE98","10","2 out of 5 stars","-"
"560",13,"Nate Sudfeld",DET,"QB50","6","3 out of 5 stars","-"
"561",13,"Albert Wilson",FA,"WR186","-","-","-"
"562",13,"Charlie Woerner",SF,"TE99","9","4 out of 5 stars","-"
"563",13,"Jared Pinkney",LAR,"TE100","7","3 out of 5 stars","-"
"564",13,"Jesper Horsted",LV,"TE101","6","2 out of 5 stars","-"
"565",13,"Mike White",NYJ,"QB51","10","1 out of 5 stars","-"
"566",13,"Devin Asiasi",CIN,"TE102","10","2 out of 5 stars","-"
"567",13,"Godwin Igwebuike",FA,"RB156","-","-","-"
"568",13,"Andy Isabella",ARI,"WR187","13","2 out of 5 stars","-"
"569",14,"Ben Ellefson",MIN,"TE103","7","3 out of 5 stars","-"
"570",14,"Miller Forristall",CLE,"TE104","9","4 out of 5 stars","-"
"571",14,"Keith Smith",ATL,"RB157","14","1 out of 5 stars","-"
"572",14,"Quintin Morris",BUF,"TE105","7","3 out of 5 stars","-"
"573",14,"Jashaun Corbin",NYG,"RB158","9","3 out of 5 stars","-"
"574",14,"Colby Parkinson",SEA,"TE106","11","2 out of 5 stars","-"
"575",14,"Penny Hart",SEA,"WR188","11","4 out of 5 stars","-"
"576",14,"Chester Rogers",FA,"WR189","-","-","-"
"577",14,"Kendall Blanton",KC,"TE107","8","3 out of 5 stars","-"
"578",14,"Sincere McCormick",LV,"RB159","6","2 out of 5 stars","-314"
"579",14,"Stephen Sullivan",CAR,"TE108","13","3 out of 5 stars","-"
"580",14,"Joshua Dobbs",CLE,"QB52","9","4 out of 5 stars","-"
"581",14,"Keke Coutee",IND,"WR190","14","4 out of 5 stars","-"
"582",14,"Case Keenum",BUF,"QB53","7","3 out of 5 stars","-"
"583",14,"Jakob Johnson",LV,"RB160","6","2 out of 5 stars","-"
"584",14,"J.P. Holtz",NO,"TE109","14","4 out of 5 stars","-"
"585",14,"Davion Davis",FA,"WR191","-","-","-"
"586",14,"D.J. Montgomery",FA,"WR192","-","-","-"
"587",14,"Tim Jones",JAC,"WR193","11","4 out of 5 stars","-"
"588",14,"Kenny Yeboah",NYJ,"TE110","10","3 out of 5 stars","-"
"589",14,"La'Mical Perine",PHI,"RB161","7","3 out of 5 stars","-"
"590",14,"Patrick Taylor Jr.",GB,"RB162","14","3 out of 5 stars","-"
"591",14,"Sean McKeon",DAL,"TE111","9","3 out of 5 stars","-"
"592",15,"John Wolford",LAR,"QB54","7","3 out of 5 stars","-"